OECID,FacilityName,OECID_Name,Date,Electricity Cost ($),Electricity Demand (KW),Electricity Usage (KWH),Gas (Therms),Gas Cost ($),Steam (mlbs),Steam Cost ($),Total Cost ($),Total Usage (mmBTUs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/14,2059.54,32.8,11520,2117,2500.98,,,4560.52,251.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/13,2291.92,34.4,11680,1960,2274.93,,,4566.85,235.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/13,1892.1,32,9440,682,812.45,,,2704.55,100.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/13,2686.21,58.4,11760,14,51.54,,,2737.75,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/13,3466.98,64,18560,12,45.68,,,3512.66,64.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/13,4062.8,77.6,21040,10,44.27,,,4107.07,72.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/13,4199.61,77.6,20960,9,42.48,,,4242.09,72.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/13,3168.2,67.2,13120,154,224.4,,,3392.6,60.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/13,3403.59,67.2,14960,240,348.15,,,3751.74,75.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/13,1819.45,29.6,9680,944,1198.27,,,3017.72,127.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/13,2187.82,32,11600,1375,1645.23,,,3833.05,177.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/13,2107.26,34.4,11600,1674,1974.92,,,4082.18,206.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/13,2159.89,34.4,12240,1840,2188.75,,,4348.64,225.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/12,1988.97,32,10480,1422,1760.81,,,3749.78,177.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/12,1918.14,32,11120,876,934.85,,,2852.99,125.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/12,2505.15,52,12240,256,307.92,,,2813.07,67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/12,3364.71,61.6,20320,25,55.87,,,3420.58,71.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/12,3420.99,66.4,21280,22,50.54,,,3471.53,74.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/12,4131.96,67.2,22880,17,45,,,4176.96,79.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/12,3675.37,64,19120,25,55.72,,,3731.09,67.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/12,2665.2,58.4,10560,409,411.25,,,3076.45,76.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/12,1545.41,21.6,7760,652,725.52,,,2270.93,91.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/12,1590.28,24,8160,922,1240.65,,,2830.93,120.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/12,1709.79,24.8,9200,1538,1864.01,,,3573.8,185.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/12,1696.95,28.8,8240,1674,2008.91,,,3705.86,195.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/11,1217.38,23.2,7520,1212,1604.08,,,2821.46,146.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/11,1523.04,24.8,9280,874,1056.22,,,2579.26,119.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/11,2277.42,50.4,10880,32,70.9,,,2348.32,40.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/11,2850.32,55.2,13840,24,56.69,,,2907.01,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/11,3197.43,56.8,16640,21,51,,,3248.43,58.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/11,3421.88,59.2,16800,17,46.14,,,3468.02,59.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/11,3210.2,59.2,17280,24,56.91,,,3267.11,61.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/11,2071.37,47.2,8480,22,54.79,,,2126.16,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/11,2029.63,47.2,8080,1095,1346.99,,,3376.62,137.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/11,1876.31,37.6,9040,1840,2307.65,,,4183.96,214.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/11,1474.54,24.8,9120,1914,2544.78,,,4019.32,222.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/11,1386.21,24.8,8400,2112,2607.29,,,3993.5,239.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/10,1556.71,24.8,9920,2104,2522.11,,,4078.82,244.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/10,3304.31,69.6,15760,425,559.16,,,3863.47,96.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/10,3588.25,69.6,17760,465,667.63,,,4255.88,107.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/10,3249.43,69.6,16080,24,55.9,,,3305.33,57.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/10,3311.24,69.6,15520,26,58.6,,,3369.84,55.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/10,3596.21,69.6,17760,26,60.05,,,3656.26,63.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/10,3537.76,62.4,21840,23,52.57,,,3590.33,76.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/10,2809.2,58.4,14320,23,52.07,,,2861.27,51.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/10,2443.06,48.8,11440,187,286.66,,,2729.72,57.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/10,1622.53,28,10560,975,1400.74,,,3023.27,133.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/10,1884.82,33.6,12080,2104,2843.8,,,4728.62,251.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/10,1751.92,32.8,11680,2112,3070.74,,,4822.66,251.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/09,1850.52,28.8,12720,1659,2419.92,,,4270.44,209.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/09,1690.96,41.6,8800,866,1300.62,,,2991.58,116.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/09,1899.97,41.6,9920,27,59.12,,,1959.09,36.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/09,3160.63,63.2,23040,24,54.17,,,3214.8,81.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/09,3579.4,68.8,24000,26,56.09,,,3635.49,84.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/09,3310.72,64,22400,26,59.21,,,3369.93,79.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 6/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 5/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 4/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 3/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 2/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 1/1/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 12/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 11/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 10/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 9/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 8/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Francis Martin Branch Library,0200575 Francis Martin Branch Library, 7/1/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 12/1/22,2549.06,39.2,11840,539,1005.16,,,3554.22,94.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 11/1/22,3168.18,45.2,16520,4,45.47,,,3213.65,56.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 10/1/22,3893.12,57.6,14720,6,46.34,,,3939.46,50.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 9/1/22,4891.8,67.2,23400,6,49.89,,,4941.69,80.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 8/1/22,4474.86,67.6,25800,6,46.37,,,4521.23,88.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 7/1/22,4549.03,66.4,26880,5,44.57,,,4593.6,92.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 6/1/22,4214.17,66.4,22760,6,49.68,,,4263.85,78.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 5/1/22,1746.17,15.2,7040,7,47.86,,,1794.03,24.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 4/1/22,1937.35,15.6,7080,12,55.81,,,1993.16,25.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 3/1/22,2303.41,32,7120,703,1200.79,,,3504.2,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soundview Branch Library,0200576 Soundview Branch Library, 2/1/22,2304.97,34,12120,1030,1603.97,,,3908.94,144.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
